Latitude,Longitude,Rainfall_Norm,Elevation_Norm,Erosion_Norm,EQ_Freq_Norm,Mining Activity,Historical_Landslide_Norm,Base_Landslide_Risk
9.095376,78.483189,0.6512438010274492,0.1450483494498166,0.6599999999999999,0.5,0,0.765,0.4753206201468256
24.506176,72.660061,0.031333190879386026,0.7869289763254418,0.74,1.0,1,0.791,0.642319092984935
33.574464,90.159729,0.06022463206816423,0.2460820273424475,0.64,1.0,0,0.745,0.4167725634855306
35.190045,94.123699,0.4680012820855258,0.914971657219073,0.99,0.5,1,0.757,0.748694651965196
25.680937,70.474064,0.1543154642663177,0.6142047349116372,0.86,0.0,1,0.285,0.46191981304890684
24.600213,91.347792,0.9078790387919906,0.8532844281427142,0.04,0.75,0,0.153,0.5334266453265405
19.065517,69.504967,0.47401773551644016,0.16805601867289097,0.24,0.25,0,0.28,0.2656156376136882
15.908097,93.015975,0.5522049200032053,0.13371123707902635,0.99,0.75,0,0.838,0.5590934774166066
20.251662,85.770605,0.9489525183186872,0.7732577525841947,0.18,1.0,1,0.992,0.7770896800965108
16.597213,92.508187,0.553549329130942,0.4711570523507836,0.19,0.5,1,0.988,0.5444187427528923
25.889273,83.288646,0.9494377520767114,0.7655885295098366,0.06,0.5,0,0.421,0.5195771439211452
28.342726,77.799948,0.7957410721440211,0.30976992330776926,0.61,0.75,0,0.527,0.5480892526975591
32.571172,82.455388,0.14678766348816297,0.23374458152717573,0.21000000000000002,0.0,1,0.449,0.27034583217747593
32.862449,75.803242,0.4449704853227918,0.7975991997332444,0.51,0.75,1,0.827,0.6679624612773468
13.980945,96.591183,0.6670472858071352,0.6695565188396132,0.21000000000000002,0.5,0,0.431,0.4607731252197065
10.563976,69.638536,0.18041569842499358,0.017339113037679228,0.5700000000000001,1.0,1,0.964,0.5089717472137842
22.483056,86.925439,0.44710506868951283,0.5695231743914638,0.16999999999999998,1.0,1,0.898,0.599480902050671
12.952993,84.150365,0.7810638638852535,0.03167722574191397,0.67,0.5,1,0.462,0.5568014111196963
32.229871,73.845884,0.42819875886998415,0.05835278426142047,0.7,0.5,1,0.9,0.5237202465697801
13.580364,79.677749,0.12295556327181105,0.2780926975658553,0.25,1.0,1,0.383,0.4246574303311238
25.978125,96.90783,0.114559683752237,0.9156385461820606,0.3,0.75,1,0.347,0.5189676301744713
21.514782,88.5487,0.3756354781555776,0.7869289763254418,0.54,0.5,0,0.039,0.4381946648039828
18.986384,78.086419,0.12110588779970978,0.6935645215071691,0.93,0.25,1,0.21,0.5134893762513613
18.068761,87.162282,0.747811996403038,0.4124708236078693,0.03,0.5,1,0.848,0.5352471638223334
34.125848,69.573603,0.785791554261599,0.8266088696232078,0.8300000000000001,0.25,1,0.448,0.7100696624900413
12.817565,83.551053,0.1386455300622346,0.001333777925975325,0.6799999999999999,1.0,1,0.14,0.4349281381007537
20.808023,95.473024,0.7810082178120856,0.3401133711237079,0.8099999999999999,0.25,1,0.163,0.5790747286777629
19.157514,90.850244,0.260884371911643,0.27142380793597864,0.35,0.75,1,0.689,0.47090585456510653
18.227643,90.828306,0.2527110766847405,0.8446148716238746,0.74,1.0,1,0.985,0.72860074349596
33.79529,85.230376,0.2866685363747251,0.7899299766588863,0.36,0.75,1,0.096,0.5237531294254586
13.010688,91.337627,0.3835683823463946,0.5365121707235745,0.75,0.5,0,0.779,0.5060945297313136
12.344025,76.173546,0.5054688960709423,0.6002000666888962,0.8800000000000001,0.5,1,0.65,0.662407237355515
22.298821,83.161657,0.6207764630465559,0.924974991663888,0.18,1.0,1,0.998,0.7259891140944165
24.335381,69.33367,0.6067024582209284,0.1503834611537179,0.02,0.0,1,0.229,0.30865230678597566
9.956624,68.828719,0.12843781440031343,0.5235078359453151,0.21000000000000002,0.75,1,0.856,0.4769110207891414
20.080184,82.903338,0.9710262026229333,0.011337112370790263,0.05,0.75,1,0.974,0.5649239731298914
10.860576,91.403074,0.8252891369961806,0.9693231077025676,0.08,0.0,1,0.382,0.5543869057895587
31.302191,83.657999,0.7888565399716874,0.4448149383127709,0.3,0.0,1,0.675,0.513677122655476
11.106922,89.170684,0.8405762262168684,0.44581527175725244,0.6900000000000001,0.0,1,0.271,0.5644071109056676
24.068514,74.210088,0.8593601146754278,0.8786262087362454,0.9099999999999999,0.75,1,0.503,0.835365270416106
29.990786,86.542117,0.2661818780772279,0.42680893631210404,0.33999999999999997,0.25,0,0.243,0.28170725678172776
23.066131,84.8132,0.713048781573582,0.5815271757252417,0.1,1.0,1,0.534,0.6179676305384438
19.231521,74.376706,0.2529514677208259,0.09203067689229744,0.5,0.75,0,0.407,0.33484400230866596
31.750619,73.884155,0.5288179883721966,0.3901300433477826,0.15,0.25,1,0.087,0.3864305057626057
23.423923,82.084304,0.960215283527872,0.29876625541847285,0.29,1.0,0,0.85,0.5928070719656625
15.596,86.660928,0.2562657478387066,0.25441813937979324,0.62,0.0,1,0.848,0.42375006483563527
11.678146,90.053841,0.7323468397482128,0.9696565521840613,0.64,0.25,0,0.144,0.5569180203738654
21.049355,68.699279,0.07503984258838824,0.8242747582527509,0.62,1.0,0,0.754,0.5330149122976473
18.837913,95.055263,0.9779797359259953,0.1930643547849283,0.64,0.25,1,0.765,0.6251078049384845
35.853288,92.950707,0.4677720202640741,0.9799933311103701,0.6900000000000001,0.25,0,0.768,0.5652416712880926
21.055973,93.222731,0.8589794955349593,0.8796265421807269,0.01,0.25,1,0.375,0.5676701823198852
10.477422,76.7669,0.7512865372116422,0.18372790930310104,0.26,1.0,1,0.334,0.5599672161635307
10.696622,79.808312,0.7993714219574954,0.8632877625875292,0.22999999999999998,0.5,1,0.557,0.6492004080068796
9.749007,95.327845,0.10143611385631741,0.19173057685895298,0.6900000000000001,0.5,0,0.796,0.35630514383587
21.216126,93.178662,0.0005319764594852041,0.03067689229743248,0.65,1.0,0,0.034,0.2896683725743578
10.170422,68.666766,0.8775964457740146,0.5121707235745249,0.13999999999999999,0.75,1,0.635,0.6258332561584087
26.234035,83.076334,0.20565675721395693,0.5911970656885629,0.61,0.75,1,0.769,0.5810536024412017
25.006337,93.35844,0.26148534950185637,0.7439146382127376,0.79,0.5,1,0.171,0.5642542650180117
17.487901,69.216156,0.5966460998780239,0.9626542180726909,0.41,0.0,1,0.813,0.6049923685840443
15.790683,72.447841,0.3091384207199267,0.46782260753584526,0.95,0.5,1,0.184,0.5542491266871508
18.805503,95.204914,0.9958688355280145,0.07102367455818606,0.1,0.75,0,0.205,0.41617194379364086
14.565955,85.795041,0.04415182029434548,0.3631210403467823,0.9400000000000001,0.25,1,0.024,0.41156216314294286
35.242443,79.098766,0.40200949099423955,0.93297765921974,0.04,0.5,0,0.994,0.4694979045925079
18.766981,74.07476,0.09644799985754608,0.10303434478159386,0.9199999999999999,0.25,0,0.122,0.2784188689207053
10.256444,77.439941,0.5291563164970575,0.7485828609536512,0.9099999999999999,0.0,0,0.902,0.5542056513149947
23.882656,86.622947,0.4530258108745783,0.8726242080693565,0.63,1.0,1,0.518,0.7155812943325158
26.662033,75.634558,0.5846131930161953,0.23607869289763253,0.09,0.0,0,0.407,0.25206903683357534
35.678039,71.715547,0.7466278479660249,0.15305101700566856,0.1,0.5,0,0.581,0.3703671653926399
24.078316,89.833599,0.26570332184798384,0.6625541847282428,0.71,0.75,1,0.043,0.5577366674076445
23.637029,91.221453,0.8677114773364675,0.2740913637879293,0.96,1.0,1,0.39,0.7527461420917028
12.412433,71.774668,0.12084323833435723,0.5451817272424141,0.22000000000000003,0.5,1,0.254,0.38364715503207214
24.367139,91.45366,0.11149247219922186,0.15071690563521173,0.32999999999999996,1.0,0,0.964,0.37041649917684777
31.495153,92.206566,0.2000476330386318,0.8209403134378126,0.77,0.5,0,0.478,0.49099997094722053
19.34516,70.948796,0.879125599864669,0.7265755251750583,0.38,0.5,1,0.643,0.6803965050011789
25.672686,71.012086,0.1261741321438429,0.9046348782927642,0.01,0.25,0,0.86,0.3379705086945136
9.515744,90.956728,0.8997591637953295,0.9849949983327776,0.06999999999999999,0.75,0,0.329,0.581338790615388
15.758248,82.580401,0.2995316826482189,0.17005668556185394,0.99,0.25,0,0.069,0.3512942577744255
8.776759,86.240224,0.5184655929200389,0.8879626542180727,0.99,0.75,1,0.19,0.7367089290736244
11.008165,95.257048,0.86110072384412,0.827942647549183,0.9199999999999999,0.5,0,0.061,0.6459637104708665
22.601778,74.3976,0.15948387154215307,0.15938646215405136,0.1,0.25,0,0.448,0.17404826031634854
12.889486,91.489735,0.5966193897629033,0.05801933977992664,0.86,0.0,1,0.881,0.5208587153967112
16.531087,86.4185,0.8483043528584276,0.9366455485161721,0.29,0.25,1,0.507,0.6456051979178413
24.107867,87.028627,0.30276805826366454,0.19006335445148384,0.13999999999999999,0.75,1,0.126,0.36680468545621286
16.23377,95.412571,0.4781177381874517,0.8129376458819606,0.41,0.0,1,0.084,0.4725169637232551
28.958682,82.743613,0.4344155381643029,0.735245081693898,0.72,0.5,0,0.548,0.5294529008798554
24.314372,82.653263,0.47453190523251165,0.9066355451817273,0.67,0.75,1,0.011,0.6475600853444734
13.591491,71.931912,0.41179874818593803,0.7719239746582194,0.63,1.0,0,0.792,0.6125344819781284
29.635824,83.869171,0.8371528797955787,0.9813271090363455,0.06,0.0,1,0.451,0.5626536417561638
30.420332,87.62613,0.08139239830123668,0.2824274758252751,0.52,0.5,0,0.311,0.28693359474036423
26.142833,90.554029,0.32554956061860635,0.8509503167722574,0.95,0.25,0,0.62,0.5410774535091031
10.599149,87.025012,0.42126303231033596,0.695565188396132,0.78,0.75,1,0.104,0.6233287957568104
28.088236,72.827554,0.5697156263076828,0.42580860286762257,0.77,0.25,0,0.652,0.48429062715044524
35.788725,77.259439,0.05277473579244461,0.009003001000333445,0.9,0.25,1,0.607,0.3931942841481779
13.006505,76.874451,0.6344275577161073,0.2620873624541514,0.9,0.25,0,0.222,0.4507243619198571
29.179921,95.65399,0.34854919558036634,0.3987995998666222,0.6,0.75,0,0.384,0.437797218868416
11.194755,96.436744,0.843389691676238,0.5885295098366122,0.3,0.5,1,0.084,0.571953324886382
16.28613,88.544077,0.10256684206308932,0.8549516505501834,0.39,0.25,0,0.839,0.396032040625809
12.664598,72.261143,0.5677657879038792,0.41580526842280763,0.76,0.75,1,0.602,0.6498025006605314
36.182916,72.06209,0.3480283483355147,0.2674224741580527,0.36,1.0,0,0.385,0.4009915819154892
18.826767,84.612437,0.08365385471478051,0.754918306102034,0.6,0.75,0,0.587,0.46309712489910193
31.21837,90.809524,0.04678054079079747,0.09636545515171724,0.21000000000000002,0.5,0,0.289,0.17686822622804285
27.523164,68.653341,0.9584479642440593,0.05901967322440813,0.13999999999999999,0.0,1,0.255,0.40491592570589646
32.527307,81.21513,0.6108625586509613,0.9886628876292097,0.7,1.0,1,0.926,0.8330482171885822
25.251613,85.163388,0.5980016382203942,0.6958986328776259,0.55,0.75,1,0.915,0.7026801361306236
28.613736,93.713295,0.47970699003712713,0.23741247082360786,0.27999999999999997,0.25,0,0.588,0.3197092416740034
26.84497,81.52225,0.5180181984917689,0.6122040680226742,0.89,0.0,0,0.405,0.4704453632274771
18.085567,89.502096,0.8761496478716491,0.12837612537512505,0.8300000000000001,1.0,1,0.331,0.6938126370429373
32.329813,84.6611,0.6635482607263372,0.22407469156385462,0.77,0.0,0,0.182,0.3829020034943552
17.135532,94.794739,0.1415725135108666,0.33777925975325107,0.55,0.0,0,0.268,0.2397489803283669
9.950268,86.607864,0.16259337411077576,0.8299433144381461,0.62,0.0,1,0.205,0.4511370064153232
22.528435,71.082098,0.8438949580206025,0.9589863287762588,0.79,0.75,0,0.05,0.6782710052604025
31.102051,92.345221,0.29004291425162715,0.596865621873958,0.61,0.75,1,0.733,0.5996838529376984
20.512837,91.350462,0.18320467961216916,0.5548516172057353,0.6900000000000001,0.0,1,0.856,0.4803714933441894
34.996994,85.728408,0.19034295787814848,0.5055018339446482,0.85,0.0,0,0.288,0.34748610625846676
28.418712,72.089292,0.3370705236072901,0.8959653217739246,0.8,1.0,0,0.648,0.6382606952566074
11.31666,72.896826,0.3692072437832208,0.3764588196065355,0.1,1.0,1,0.553,0.49289357486711227
33.944374,78.894372,0.3645151668937027,0.17205735245081694,0.9,1.0,0,0.108,0.4663402622135891
9.105683,68.267482,0.44461880214037064,0.32277425808602866,0.33999999999999997,0.0,0,0.615,0.3052095521522984
23.530201,70.500342,0.4516635950034279,0.08869623207735912,0.05,1.0,0,0.01,0.29165514516632884
13.631989,69.116524,0.005680351148980116,0.8926308769589864,0.06999999999999999,0.75,1,0.73,0.4794462631790423
25.370239,83.828088,0.5039931622105293,0.38312770923641215,0.1,0.25,0,0.936,0.35372383239991473
17.923245,90.753265,0.49837290882057045,0.539513171057019,0.26,0.0,1,0.446,0.42909586141654643
19.595873,73.927287,0.5734439132099327,0.2697565855285095,0.75,0.0,0,0.585,0.4058122954081851
27.224182,73.468275,0.09371911642939183,0.7365788596198732,0.21000000000000002,1.0,0,0.225,0.38524555103132263
35.646167,74.199485,0.08296161756457172,0.9016338779593198,0.53,1.0,0,0.13,0.47006717998300696
30.741449,72.351645,0.3335759502123455,0.40346782260753583,0.48,0.25,0,0.476,0.3451875520745935
32.429457,95.208827,0.8227071592011896,0.7829276425475158,0.8400000000000001,0.25,1,0.925,0.7602623183098006
34.313328,94.504854,0.23827648530498502,0.07935978659553185,0.22000000000000003,1.0,1,0.862,0.4556410786453526
32.221166,95.972671,0.5009459832438545,0.0383461153717906,0.44000000000000006,1.0,0,0.693,0.4402057188853218
10.315499,91.199786,0.8831254396039782,0.883294431477159,0.62,0.5,0,0.907,0.6871402461964263
11.955394,71.985302,0.620618428198759,0.4081360453484495,0.67,0.25,1,0.509,0.5591818161193796
29.845969,78.482386,0.15181806850254195,0.5825275091697233,0.31,0.0,1,0.334,0.34986001895958013
8.76668,91.682498,0.6205894922407117,0.42714238079359784,0.06999999999999999,1.0,0,0.047,0.4092758492188974
36.265192,81.908775,0.1738405584194735,0.014004668222740914,0.2,1.0,1,0.628,0.3990610732494166
21.064261,82.494596,0.10634187166680023,0.09803267755918639,0.48,0.5,0,0.532,0.27039200342853736
12.960816,83.571418,0.4576511124762948,0.48249416472157386,0.39,0.75,0,0.616,0.46301161106338845
35.856614,91.617148,0.5732591682470153,0.8569523174391463,0.52,0.25,0,0.269,0.483105255549583
12.165396,90.025285,0.5174595119171631,0.7062354118039347,0.45,0.75,1,0.062,0.5793119603400777
31.889312,79.042422,0.9947091713631954,0.45481827275758585,0.22999999999999998,0.0,1,0.332,0.518840947392316
31.839425,93.185019,0.07669364388293849,0.8029343114371457,0.64,0.0,1,0.576,0.46536027325816376
28.674603,81.257034,0.39798294113980975,0.4894964988329443,0.11000000000000001,0.75,1,0.53,0.48489503505154136
29.143348,90.073586,0.12394606337419983,0.32910970323441147,0.48,1.0,0,0.936,0.43640845649043225
19.991127,75.342265,0.9554920448373799,0.1800600200066689,0.5900000000000001,0.75,0,0.178,0.5231850152106787
23.928163,83.12095,0.947534656374369,0.28376125375125044,0.6599999999999999,0.0,0,0.686,0.4942359148438423
19.413559,70.405631,0.44210582547610794,0.3994664888296099,0.9400000000000001,0.0,1,0.725,0.550919754134949
24.622897,81.341578,0.6188355280144592,0.3114371457152384,0.02,1.0,0,0.892,0.4601963111466625
14.575637,73.45525,0.3892887986680557,0.5581860620206736,0.27999999999999997,1.0,1,0.904,0.6053594120711486
31.006201,87.316198,0.7250260423622427,0.4294764921640547,0.8400000000000001,0.25,0,0.403,0.5129518090233716
34.48325,91.886412,0.6117684767221347,0.15205068356118706,0.03,0.75,1,0.977,0.4995522558927711
11.407548,92.610726,0.7287342966781521,0.5161720573524509,0.9400000000000001,0.5,1,0.529,0.7013179856400282
32.214227,96.142877,0.318529252027743,0.492164054684895,0.05,0.0,1,0.294,0.3174651239439148
34.576071,87.830345,0.8215764309944178,0.43781260420140045,0.05,1.0,0,0.766,0.5295566285888845
24.649411,80.630195,0.5114319292716153,0.2997665888629543,0.3,0.25,1,0.369,0.4222113000904946
24.375299,93.5995,0.04509557769527321,0.642214071357119,0.42000000000000004,0.0,0,0.232,0.24691670869524213
29.510618,93.450321,0.7209950408219594,0.3601200400133378,0.43,1.0,1,0.396,0.6278727682081574
25.89355,72.812774,0.05099851313692496,0.9039679893297766,0.04,0.0,1,0.044,0.3059432261501866
21.78988,88.04803,0.04448792257627964,0.27742580860286764,0.45999999999999996,0.0,0,0.454,0.20400714236464343
31.167486,95.264795,0.6326446575318074,0.09503167722574192,0.65,0.75,0,0.72,0.4916674998281002
15.081096,83.904404,0.3226938041436293,0.5145048349449817,0.49000000000000005,0.5,0,0.739,0.4304744180249037
10.334912,87.520696,0.6670472858071352,0.8539513171057019,0.63,1.0,1,0.927,0.8062520848729242
19.620553,77.092632,0.2982184353214563,0.10070023341113704,0.72,0.5,1,0.239,0.4375946555125914
9.574091,93.0499,0.8712015990455587,0.019339779926642216,0.72,0.5,0,0.705,0.511168355746718
30.588815,93.422625,0.8680475796184016,0.8759586528842948,0.71,1.0,1,0.351,0.8193036254814594
22.477624,89.940983,0.64515612062288,0.3997999333111037,0.4,0.0,0,0.066,0.32784901681794076
17.936242,84.059165,0.5078305154161882,0.2874291430476826,0.8,0.0,1,0.286,0.4730434574635836
14.161663,93.93065,0.7012429106902786,0.4554851617205735,0.03,0.25,1,0.143,0.42420776001668425
15.123528,69.639686,0.006837789470872627,0.594864954984995,0.12,0.75,1,0.215,0.3786824383647172
27.92861,69.582812,0.5961719953346334,0.0020006668889629878,0.12,1.0,1,0.644,0.4878431322114509
28.373216,81.895996,0.5757009179376231,0.6552184061353784,0.7,0.5,0,0.644,0.5543689107114814
31.973813,81.28157,0.005043760071939237,0.5235078359453151,0.8300000000000001,1.0,1,0.215,0.5434625072070478
30.6256,92.327608,0.9944643286412564,0.9873291097032344,0.65,0.0,0,0.15,0.5910819041009611
36.250815,88.3911,0.378088357060819,0.7285761920640214,0.73,1.0,1,0.473,0.683537327678009
34.164911,94.504039,0.28561571267038827,0.136378792930977,0.03,0.0,0,0.335,0.13817968675379247
29.96639,74.679738,0.7026518692628899,0.7045681893964655,0.09,1.0,1,0.641,0.6486766051950156
9.495099,96.070464,0.6617297470552099,0.7482494164721574,0.09,0.25,0,0.648,0.435382320058234
32.964982,91.560884,0.5025062991354826,0.7249083027675892,0.06999999999999999,1.0,0,0.599,0.4945082353373886
35.708616,85.79334,0.03456734065190489,0.032010670223407804,0.12,0.0,0,0.62,0.10104396920765779
10.184451,71.069008,0.36222700036503835,0.2614204734911637,0.43,1.0,0,0.868,0.4656408447894923
33.772584,75.562615,0.18793236998851467,0.22107369123041012,0.05,1.0,1,0.841,0.43529783074321066
14.989661,68.214213,0.6026625533089383,0.48049349783261086,0.24,0.5,0,0.89,0.45876433789375676
18.882621,72.305906,0.10557173001415639,0.47582527509169725,0.33999999999999997,0.75,0,0.666,0.3686579875218785
10.497102,87.200333,0.983332888164748,0.15705235078359453,0.62,0.0,0,0.331,0.4343436921979059
36.027053,88.232128,0.43715332496416404,0.5601867289096365,0.9099999999999999,0.0,1,0.041,0.5074256770229683
32.681206,70.658312,0.27599116785526684,0.4578192730910303,0.03,0.75,0,0.432,0.3222616465820228
17.19876,90.324377,0.930898706340091,0.3561187062354118,0.86,0.5,1,0.995,0.7504484178321051
31.809284,90.837213,0.7797906817311717,0.3844614871623875,0.99,0.5,1,0.318,0.6766399678652705
34.553959,82.328723,0.6395113829607274,0.22540846948982995,0.01,0.25,1,0.17,0.36145953963814786
14.200266,77.405144,0.7830226056607639,0.43081027009003003,0.12,0.75,1,0.475,0.565917705433197
29.066896,94.065493,0.038110882591237315,0.5305101700566855,0.08,0.25,0,0.852,0.2543297546591464
32.585891,72.951531,0.1570154117364246,0.1310436812270757,0.16,0.25,1,0.694,0.3043625891795213
24.69518,82.663196,0.914035720327288,0.9819939979993331,0.58,0.5,0,0.617,0.6776077296816886
27.589936,91.641107,0.37072972034509477,0.632544181393798,0.37,0.5,0,0.469,0.4150912663650333
31.962088,96.419818,0.6381758772046976,0.5645215071690564,0.16,0.0,0,0.245,0.3289482707349857
10.591386,81.439393,0.55420817863725,0.26808936312104037,0.19,0.5,0,0.007,0.3058699172835206
18.804384,80.282022,0.18152416820249834,0.36812270756918974,0.67,1.0,0,0.854,0.4884055835644626
28.239852,69.416176,0.4886370718591131,0.03167722574191397,0.39,0.75,0,0.694,0.3883947131131611
15.688735,82.301812,0.5394085490175131,0.6722240746915639,0.5700000000000001,0.75,0,0.19,0.5147969521926911
8.539981,79.984277,0.366647524417497,0.26608869623207737,0.32,0.75,0,0.007,0.3220796203507897
18.22467,78.533065,0.1125853610762396,0.21173724574858285,0.09,0.25,1,0.779,0.3038937894187765
27.442186,95.313192,0.29806707800243953,0.7612537512504168,0.27999999999999997,0.5,1,0.953,0.5530675197506933
36.219745,77.085743,0.7151410739246954,0.35545181727242414,0.19,0.5,1,0.551,0.5179756319356588
22.998856,86.477751,1.0,0.5918639546515505,0.72,0.25,0,0.21,0.5708727909303101
13.16333,73.074201,0.5874266584755649,0.5925308436145382,0.85,0.0,1,0.858,0.6211628333417989
17.147023,77.695483,0.3156133977937445,0.05368456152050684,0.71,1.0,1,0.184,0.5000402617525375
11.51449,70.196301,0.6584132410944026,0.0006668889629876625,0.8,1.0,0,0.921,0.5668366880661981
28.300793,86.742475,0.7975328757000277,0.4171390463487829,0.9800000000000001,0.75,1,0.422,0.7335110281947635
35.541439,76.469099,0.4921872913272257,0.8266088696232078,0.33999999999999997,0.0,1,0.823,0.5386685967564481
24.584314,77.935494,0.5824007051470392,0.4818272757585862,0.21000000000000002,0.25,0,0.071,0.32856563143847706
27.438642,93.502596,0.6483591085944249,0.32344114704901633,0.42000000000000004,1.0,1,0.069,0.5676780065584095
12.389278,76.987559,0.4860773524933893,0.2634211403801267,0.22000000000000003,0.5,0,0.88,0.3812035661993727
14.877966,85.20826,0.8991225727182885,0.05035011670556852,0.48,0.25,1,0.318,0.5001506665206858
26.893213,94.30391,0.8633977937444911,0.1940646882294098,0.95,1.0,0,0.872,0.6818623860820048
13.906919,91.630238,0.38218613388890377,0.185728576192064,0.71,1.0,1,0.205,0.5451922487106386
32.006353,94.530479,0.6039335096200933,0.07469156385461821,0.9400000000000001,0.5,1,0.188,0.5477216901759471
16.912624,92.032012,0.2154549177773623,0.8766255418472825,0.63,1.0,1,0.515,0.656688837813797
14.299572,84.326137,0.024212719356820425,0.39713237745915303,0.7,0.0,0,0.766,0.3020796553310357
16.612851,92.460808,0.30609124175325203,0.5891963987995998,0.8699999999999999,0.5,0,0.147,0.45806209019823296
25.067196,77.530451,0.12674394793308227,0.17339113037679227,0.65,0.0,1,0.778,0.374164213058629
31.873574,94.356894,0.5953150458078476,0.9219739913304434,0.6799999999999999,0.25,1,0.916,0.6983235597180506
22.690871,91.622371,0.6579369107080852,0.5995331777259086,0.58,0.0,1,0.916,0.5919908632222031
26.485642,74.361149,0.3807549168870252,0.25375125041680563,0.7,0.0,1,0.079,0.39383897930511746
27.860799,86.041325,0.8852978623004534,0.616538846282094,0.35,0.0,1,0.595,0.5741322348315322
15.884121,75.037723,0.6765783452193347,0.5938646215405136,0.25,0.5,0,0.743,0.4872175106129364
