Origin Time,Latitude,Longitude,Depth,Magnitude,Energy_Index,Depth_Factor
2020-10-11 00:41:28 IST,27.2,92.07,10.0,2.5,17.78279410038923,0.6000000000000001
2020-10-09 02:32:45 IST,32.85,76.76,5.0,2.5,17.78279410038923,0.75
2020-10-05 15:17:40 IST,28.86,76.73,10.0,2.5,17.78279410038923,0.6000000000000001
2020-09-14 06:38:58 IST,32.39,76.39,10.0,2.5,17.78279410038923,0.6000000000000001
2020-09-12 21:38:02 IST,17.28,73.71,5.0,2.5,17.78279410038923,0.75
2020-09-11 05:45:48 IST,20.02,72.67,10.0,2.5,17.78279410038923,0.6000000000000001
2020-09-08 10:15:54 IST,20.01,72.8,5.0,2.5,17.78279410038923,0.75
2020-09-01 15:47:00 IST,19.96,72.81,5.0,2.5,17.78279410038923,0.75
2020-08-30 01:03:30 IST,25.92,94.61,21.0,2.5,17.78279410038923,0.4166666666666667
2020-08-28 02:55:11 IST,27.51,92.8,5.0,2.5,17.78279410038923,0.75
2020-08-23 18:54:37 IST,20.07,72.71,5.0,2.5,17.78279410038923,0.75
2020-08-14 01:48:31 IST,25.87,93.27,14.0,2.5,17.78279410038923,0.5172413793103449
2020-07-13 10:27:50 IST,26.36,91.57,60.0,2.5,17.78279410038923,0.2
2020-07-09 03:38:21 IST,25.5,91.47,5.0,2.5,17.78279410038923,0.75
2020-06-17 11:51:19 IST,20.0,72.8,10.0,2.5,17.78279410038923,0.6000000000000001
2020-06-10 19:27:56 IST,32.6,76.1,5.0,2.5,17.78279410038923,0.75
2020-05-28 16:24:30 IST,28.4,77.4,10.0,2.5,17.78279410038923,0.6000000000000001
2020-05-04 02:40:39 IST,30.7,78.7,5.0,2.5,17.78279410038923,0.75
2020-04-06 19:43:24 IST,26.3,93.5,13.0,2.5,17.78279410038923,0.5357142857142857
2020-04-06 01:08:49 IST,26.7,93.4,5.0,2.5,17.78279410038923,0.75
2020-04-05 06:32:53 IST,29.0,76.7,8.0,2.5,17.78279410038923,0.6521739130434783
2020-04-03 22:02:13 IST,23.9,92.4,31.0,2.5,17.78279410038923,0.32608695652173914
2020-03-30 01:35:18 IST,32.7,76.1,5.0,2.5,17.78279410038923,0.75
2020-03-30 00:17:49 IST,32.9,76.0,10.0,2.5,17.78279410038923,0.6000000000000001
2020-03-29 23:57:33 IST,32.7,76.1,5.0,2.5,17.78279410038923,0.75
2020-03-28 05:09:32 IST,26.5,93.4,11.0,2.5,17.78279410038923,0.5769230769230769
2020-03-15 12:33:31 IST,27.2,92.1,19.0,2.5,17.78279410038923,0.4411764705882353
2020-03-10 01:48:36 IST,27.8,94.3,10.0,2.5,17.78279410038923,0.6000000000000001
2020-02-27 03:47:58 IST,19.5,77.0,29.0,2.5,17.78279410038923,0.3409090909090909
2020-02-14 23:07:58 IST,26.2,92.9,27.0,2.5,17.78279410038923,0.35714285714285715
2020-02-09 14:03:44 IST,33.2,76.3,10.0,2.5,17.78279410038923,0.6000000000000001
2020-02-07 11:34:29 IST,18.5,73.0,10.0,2.5,17.78279410038923,0.6000000000000001
2020-02-04 04:13:22 IST,32.8,76.4,5.0,2.5,17.78279410038923,0.75
2020-01-21 10:38:31 IST,20.0,72.8,10.0,2.5,17.78279410038923,0.6000000000000001
2020-01-20 05:47:07 IST,32.6,76.0,5.0,2.5,17.78279410038923,0.75
2019-08-19 11:13:23 IST,20.0,73.0,5.0,2.5,17.78279410038923,0.75
2021-07-27 05:54:26 IST,32.29,76.65,10.0,2.6,19.952623149688797,0.6000000000000001
2021-07-18 04:48:28 IST,32.43,76.48,10.0,2.6,19.952623149688797,0.6000000000000001
2021-06-18 04:20:21 IST,25.67,91.29,10.0,2.6,19.952623149688797,0.6000000000000001
2021-06-06 00:07:15 IST,24.48,94.48,47.0,2.6,19.952623149688797,0.24193548387096778
2021-05-26 00:20:35 IST,25.36,94.11,30.0,2.6,19.952623149688797,0.3333333333333333
2021-05-16 01:25:29 IST,27.21,92.34,22.0,2.6,19.952623149688797,0.4054054054054054
2021-05-13 02:05:16 IST,25.93,92.84,10.0,2.6,19.952623149688797,0.6000000000000001
2021-05-02 23:02:37 IST,26.82,92.43,13.0,2.6,19.952623149688797,0.5357142857142857
2021-05-01 12:57:58 IST,26.09,92.31,27.0,2.6,19.952623149688797,0.35714285714285715
2021-04-30 03:29:12 IST,24.87,93.59,10.0,2.6,19.952623149688797,0.6000000000000001
2021-04-29 00:24:02 IST,26.76,92.93,18.0,2.6,19.952623149688797,0.45454545454545453
2021-04-28 23:07:54 IST,16.86,75.72,5.0,2.6,19.952623149688797,0.75
2021-04-27 12:42:04 IST,26.81,92.73,28.0,2.6,19.952623149688797,0.3488372093023256
2021-04-17 20:38:01 IST,28.08,93.04,10.0,2.6,19.952623149688797,0.6000000000000001
2021-03-28 23:23:23 IST,27.57,92.69,10.0,2.6,19.952623149688797,0.6000000000000001
2021-03-02 22:28:13 IST,25.17,95.31,10.0,2.6,19.952623149688797,0.6000000000000001
2021-02-22 21:14:22 IST,27.42,92.65,10.0,2.6,19.952623149688797,0.6000000000000001
2021-02-19 03:54:18 IST,27.15,88.97,5.0,2.6,19.952623149688797,0.75
2021-01-26 19:28:36 IST,18.33,73.91,12.0,2.6,19.952623149688797,0.5555555555555556
2021-01-02 21:45:56 IST,32.51,76.4,30.0,2.6,19.952623149688797,0.3333333333333333
2020-12-31 23:05:21 IST,27.32,88.62,5.0,2.6,19.952623149688797,0.75
2020-12-13 00:14:59 IST,26.85,94.42,10.0,2.6,19.952623149688797,0.6000000000000001
2020-12-12 20:39:27 IST,26.46,94.58,5.0,2.6,19.952623149688797,0.75
2020-12-07 02:09:22 IST,32.72,76.62,5.0,2.6,19.952623149688797,0.75
2020-12-04 03:10:59 IST,30.11,80.56,5.0,2.6,19.952623149688797,0.75
2020-11-23 02:13:47 IST,27.96,93.88,10.0,2.6,19.952623149688797,0.6000000000000001
2020-10-10 08:27:19 IST,19.99,72.84,5.0,2.6,19.952623149688797,0.75
2020-09-25 16:45:42 IST,34.28,78.2,5.0,2.6,19.952623149688797,0.75
2020-09-23 14:30:55 IST,20.06,72.91,3.5,2.6,19.952623149688797,0.8108108108108107
2020-09-11 03:53:24 IST,19.98,72.77,10.0,2.6,19.952623149688797,0.6000000000000001
2020-09-11 03:45:12 IST,19.94,72.79,10.0,2.6,19.952623149688797,0.6000000000000001
2020-09-08 20:05:33 IST,20.01,72.89,10.0,2.6,19.952623149688797,0.6000000000000001
2020-08-28 20:59:27 IST,19.95,72.82,5.0,2.6,19.952623149688797,0.75
2020-08-17 02:59:38 IST,26.67,92.79,40.0,2.6,19.952623149688797,0.27272727272727276
2020-07-16 13:09:30 IST,26.49,90.12,11.0,2.6,19.952623149688797,0.5769230769230769
2020-07-01 04:08:19 IST,25.99,92.2,5.0,2.6,19.952623149688797,0.75
2020-06-21 01:33:46 IST,33.32,73.66,10.0,2.6,19.952623149688797,0.6000000000000001
2020-06-11 03:32:59 IST,32.2,76.3,10.0,2.6,19.952623149688797,0.6000000000000001
2020-05-25 20:25:33 IST,24.4,93.6,32.0,2.6,19.952623149688797,0.3191489361702128
2020-05-09 23:52:42 IST,26.9,93.0,21.0,2.6,19.952623149688797,0.4166666666666667
2020-05-04 02:47:56 IST,26.0,92.5,5.0,2.6,19.952623149688797,0.75
2020-04-25 22:45:58 IST,27.8,91.1,5.0,2.6,19.952623149688797,0.75
2020-04-20 04:11:57 IST,33.1,76.3,10.0,2.6,19.952623149688797,0.6000000000000001
2020-04-07 19:45:58 IST,20.2,72.9,10.0,2.6,19.952623149688797,0.6000000000000001
2020-04-07 02:23:47 IST,33.1,76.17,5.0,2.6,19.952623149688797,0.75
2020-03-30 00:57:52 IST,24.9,93.6,16.0,2.6,19.952623149688797,0.48387096774193555
2020-03-29 11:31:23 IST,32.73,76.0,3.0,2.6,19.952623149688797,0.8333333333333334
2020-03-27 17:39:41 IST,32.73,76.25,3.0,2.6,19.952623149688797,0.8333333333333334
2020-03-27 16:54:39 IST,32.73,76.23,3.0,2.6,19.952623149688797,0.8333333333333334
2020-03-11 04:55:20 IST,30.7,78.6,10.0,2.6,19.952623149688797,0.6000000000000001
2020-02-18 03:33:50 IST,25.6,93.8,8.0,2.6,19.952623149688797,0.6521739130434783
2020-02-14 01:43:53 IST,26.6,92.2,5.0,2.6,19.952623149688797,0.75
2020-02-10 03:51:01 IST,32.8,76.5,5.0,2.6,19.952623149688797,0.75
2020-02-08 23:45:24 IST,25.56,93.08,20.0,2.6,19.952623149688797,0.4285714285714286
2020-01-31 02:58:50 IST,25.4,94.7,90.0,2.6,19.952623149688797,0.14285714285714285
2020-01-26 02:34:01 IST,32.84,76.42,10.0,2.6,19.952623149688797,0.6000000000000001
2020-01-25 12:42:36 IST,25.7,91.0,10.0,2.6,19.952623149688797,0.6000000000000001
2019-12-09 22:27:20 IST,32.0,75.6,11.0,2.6,19.952623149688797,0.5769230769230769
2019-12-06 21:24:58 IST,35.0,77.6,10.0,2.6,19.952623149688797,0.6000000000000001
2019-12-03 07:50:37 IST,24.9,92.4,10.0,2.6,19.952623149688797,0.6000000000000001
2019-11-15 00:57:43 IST,27.2,95.3,10.0,2.6,19.952623149688797,0.6000000000000001
2019-10-28 01:20:55 IST,27.3,91.5,4.0,2.6,19.952623149688797,0.7894736842105263
2019-10-11 01:04:56 IST,33.1,76.1,5.0,2.6,19.952623149688797,0.75
2021-06-30 21:02:17 IST,26.52,92.52,65.0,2.7,22.3872113856834,0.1875
2021-06-16 02:24:45 IST,23.83,94.0,15.0,2.7,22.3872113856834,0.5
2021-05-27 23:59:05 IST,25.04,93.52,12.0,2.7,22.3872113856834,0.5555555555555556
2021-05-09 02:54:43 IST,33.05,75.99,5.0,2.7,22.3872113856834,0.75
2021-05-08 13:57:44 IST,17.46,74.51,10.0,2.7,22.3872113856834,0.6000000000000001
2021-05-03 01:23:39 IST,26.43,92.24,40.0,2.7,22.3872113856834,0.27272727272727276
2021-05-02 03:48:51 IST,26.71,92.4,16.0,2.7,22.3872113856834,0.48387096774193555
2021-05-01 20:26:58 IST,26.73,92.37,14.0,2.7,22.3872113856834,0.5172413793103449
2021-04-29 02:38:33 IST,26.73,92.42,11.0,2.7,22.3872113856834,0.5769230769230769
2021-04-29 01:52:26 IST,26.73,92.43,16.0,2.7,22.3872113856834,0.48387096774193555
2021-04-28 17:04:04 IST,32.14,76.61,5.0,2.7,22.3872113856834,0.75
2021-04-22 05:55:45 IST,31.36,76.82,10.0,2.7,22.3872113856834,0.6000000000000001
2021-04-06 03:42:16 IST,27.55,95.54,39.0,2.7,22.3872113856834,0.2777777777777778
2021-03-22 21:59:18 IST,26.0,90.48,10.0,2.7,22.3872113856834,0.6000000000000001
2021-03-10 18:53:52 IST,27.1,90.48,6.0,2.7,22.3872113856834,0.7142857142857143
2021-03-02 01:47:58 IST,26.78,93.05,15.0,2.7,22.3872113856834,0.5
2021-02-15 01:25:59 IST,28.91,76.99,5.0,2.7,22.3872113856834,0.75
2021-01-30 20:40:35 IST,26.85,93.31,30.0,2.7,22.3872113856834,0.3333333333333333
2021-01-26 23:51:36 IST,28.73,76.92,10.0,2.7,22.3872113856834,0.6000000000000001
2021-01-18 02:06:54 IST,24.31,93.75,28.0,2.7,22.3872113856834,0.3488372093023256
2021-01-07 19:22:29 IST,22.56,69.65,20.0,2.7,22.3872113856834,0.4285714285714286
2020-12-02 04:05:01 IST,28.79,77.46,5.0,2.7,22.3872113856834,0.75
2020-11-22 06:23:59 IST,21.89,79.45,10.0,2.7,22.3872113856834,0.6000000000000001
2020-11-21 14:03:58 IST,25.49,94.33,16.0,2.7,22.3872113856834,0.48387096774193555
2020-11-19 01:20:31 IST,25.33,94.19,10.0,2.7,22.3872113856834,0.6000000000000001
2020-11-15 04:34:24 IST,25.51,90.67,10.0,2.7,22.3872113856834,0.6000000000000001
2020-11-10 06:29:52 IST,26.49,94.98,5.0,2.7,22.3872113856834,0.75
2020-10-26 03:18:56 IST,29.96,78.95,10.0,2.7,22.3872113856834,0.6000000000000001
2020-10-23 12:15:25 IST,32.86,75.88,5.0,2.7,22.3872113856834,0.75
2020-10-22 09:39:32 IST,20.01,72.9,5.0,2.7,22.3872113856834,0.75
2020-10-17 21:41:48 IST,26.46,93.52,12.0,2.7,22.3872113856834,0.5555555555555556
2020-10-02 04:00:36 IST,32.93,75.87,10.0,2.7,22.3872113856834,0.6000000000000001
2020-09-16 15:53:25 IST,25.44,93.59,31.0,2.7,22.3872113856834,0.32608695652173914
2020-09-15 11:39:57 IST,20.05,72.9,5.0,2.7,22.3872113856834,0.75
2020-09-05 06:36:31 IST,19.96,72.83,5.0,2.7,22.3872113856834,0.75
2020-08-23 19:29:27 IST,19.9,72.71,5.0,2.7,22.3872113856834,0.75
2020-07-22 17:22:21 IST,32.301,76.629,5.0,2.7,22.3872113856834,0.75
2020-07-08 14:26:30 IST,26.34,93.15,35.0,2.7,22.3872113856834,0.3
2020-05-07 00:10:50 IST,26.5,92.7,34.0,2.7,22.3872113856834,0.30612244897959184
2020-05-06 03:19:13 IST,27.45,93.48,10.0,2.7,22.3872113856834,0.6000000000000001
2020-04-13 13:26:32 IST,28.7,77.2,5.0,2.7,22.3872113856834,0.75
2020-03-28 07:43:15 IST,27.2,91.96,15.0,2.7,22.3872113856834,0.5
2020-03-10 00:42:41 IST,25.7,94.5,10.0,2.7,22.3872113856834,0.6000000000000001
2020-02-28 10:48:40 IST,31.4,77.4,5.0,2.7,22.3872113856834,0.75
2020-02-26 22:42:36 IST,33.0,76.1,10.0,2.7,22.3872113856834,0.6000000000000001
2020-02-25 06:40:12 IST,25.5,91.7,14.0,2.7,22.3872113856834,0.5172413793103449
